business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0041,Laundromat,2024-10,waste,solid_waste,114.92,kg,1.5,172.3815,Scope 3
B0041,Laundromat,2024-11,electricity,electricity_consumption,373.81,kWh,0.359,134.199,Scope 2
B0041,Laundromat,2024-11,water,water_supply,43.33,m3,0.344,14.9072,Scope 3
B0041,Laundromat,2024-11,waste,solid_waste,146.22,kg,1.5,219.3259,Scope 3
B0041,Laundromat,2024-12,electricity,electricity_consumption,262.46,kWh,0.359,94.2236,Scope 2
B0041,Laundromat,2024-12,water,water_supply,31.43,m3,0.344,10.8114,Scope 3
B0041,Laundromat,2024-12,waste,solid_waste,136.86,kg,1.5,205.2899,Scope 3
B0042,Software Dev,2024-01,electricity,electricity_consumption,217.08,kWh,0.359,77.9313,Scope 2
B0042,Software Dev,2024-01,water,water_supply,58.53,m3,0.344,20.1339,Scope 3
B0042,Software Dev,2024-01,waste,solid_waste,51.22,kg,1.5,76.8232,Scope 3
B0042,Software Dev,2024-02,electricity,electricity_consumption,440.96,kWh,0.359,158.3059,Scope 2
B0042,Software Dev,2024-02,water,water_supply,21.73,m3,0.344,7.4739,Scope 3
B0042,Software Dev,2024-02,waste,solid_waste,139.11,kg,1.5,208.6715,Scope 3
B0042,Software Dev,2024-03,electricity,electricity_consumption,308.31,kWh,0.359,110.6834,Scope 2
B0042,Software Dev,2024-03,water,water_supply,59.72,m3,0.344,20.5432,Scope 3
B0042,Software Dev,2024-03,waste,solid_waste,57.38,kg,1.5,86.0695,Scope 3
B0042,Software Dev,2024-04,electricity,electricity_consumption,316.16,kWh,0.359,113.5001,Scope 2
B0042,Software Dev,2024-04,water,water_supply,58.77,m3,0.344,20.2176,Scope 3
B0042,Software Dev,2024-04,waste,solid_waste,102.31,kg,1.5,153.4647,Scope 3
B0042,Software Dev,2024-05,electricity,electricity_consumption,338.82,kWh,0.359,121.6362,Scope 2
B0042,Software Dev,2024-05,water,water_supply,47.83,m3,0.344,16.4535,Scope 3
B0042,Software Dev,2024-05,waste,solid_waste,95.45,kg,1.5,143.1812,Scope 3
B0042,Software Dev,2024-06,electricity,electricity_consumption,338.27,kWh,0.359,121.438,Scope 2
B0042,Software Dev,2024-06,water,water_supply,43.37,m3,0.344,14.9202,Scope 3
B0042,Software Dev,2024-06,waste,solid_waste,140.12,kg,1.5,210.1737,Scope 3
B0042,Software Dev,2024-07,electricity,electricity_consumption,163.63,kWh,0.359,58.7446,Scope 2
B0042,Software Dev,2024-07,water,water_supply,31.24,m3,0.344,10.7461,Scope 3
B0042,Software Dev,2024-07,waste,solid_waste,145.04,kg,1.5,217.5617,Scope 3
B0042,Software Dev,2024-08,electricity,electricity_consumption,417.08,kWh,0.359,149.7314,Scope 2
B0042,Software Dev,2024-08,water,water_supply,38.23,m3,0.344,13.1498,Scope 3
B0042,Software Dev,2024-08,waste,solid_waste,112.01,kg,1.5,168.0199,Scope 3
B0042,Software Dev,2024-09,electricity,electricity_consumption,233.21,kWh,0.359,83.724,Scope 2
B0042,Software Dev,2024-09,water,water_supply,27.52,m3,0.344,9.4685,Scope 3
B0042,Software Dev,2024-09,waste,solid_waste,96.37,kg,1.5,144.5548,Scope 3
B0042,Software Dev,2024-10,electricity,electricity_consumption,256.01,kWh,0.359,91.906,Scope 2
B0042,Software Dev,2024-10,water,water_supply,43.35,m3,0.344,14.9111,Scope 3
B0042,Software Dev,2024-10,waste,solid_waste,57.77,kg,1.5,86.6602,Scope 3
B0042,Software Dev,2024-11,electricity,electricity_consumption,442.32,kWh,0.359,158.7923,Scope 2
B0042,Software Dev,2024-11,water,water_supply,59.45,m3,0.344,20.4503,Scope 3
B0042,Software Dev,2024-11,waste,solid_waste,119.82,kg,1.5,179.7243,Scope 3
B0042,Software Dev,2024-12,electricity,electricity_consumption,310.83,kWh,0.359,111.5876,Scope 2
B0042,Software Dev,2024-12,water,water_supply,32.38,m3,0.344,11.1391,Scope 3
B0042,Software Dev,2024-12,waste,solid_waste,131.38,kg,1.5,197.0693,Scope 3
B0043,Law Firm,2024-01,electricity,electricity_consumption,355.42,kWh,0.359,127.5955,Scope 2
B0043,Law Firm,2024-01,water,water_supply,26.5,m3,0.344,9.1176,Scope 3
B0043,Law Firm,2024-01,waste,solid_waste,141.09,kg,1.5,211.6391,Scope 3
B0043,Law Firm,2024-02,electricity,electricity_consumption,396.76,kWh,0.359,142.4373,Scope 2
B0043,Law Firm,2024-02,water,water_supply,57.99,m3,0.344,19.9492,Scope 3
B0043,Law Firm,2024-02,waste,solid_waste,122.57,kg,1.5,183.8579,Scope 3
B0043,Law Firm,2024-03,electricity,electricity_consumption,334.02,kWh,0.359,119.9148,Scope 2
B0043,Law Firm,2024-03,water,water_supply,36.73,m3,0.344,12.635,Scope 3
B0043,Law Firm,2024-03,waste,solid_waste,143.27,kg,1.5,214.9093,Scope 3
B0043,Law Firm,2024-04,electricity,electricity_consumption,409.82,kWh,0.359,147.1251,Scope 2
B0043,Law Firm,2024-04,water,water_supply,21.81,m3,0.344,7.5022,Scope 3
B0043,Law Firm,2024-04,waste,solid_waste,52.64,kg,1.5,78.955,Scope 3
B0043,Law Firm,2024-05,electricity,electricity_consumption,262.94,kWh,0.359,94.3951,Scope 2
B0043,Law Firm,2024-05,water,water_supply,52.42,m3,0.344,18.0332,Scope 3
B0043,Law Firm,2024-05,waste,solid_waste,148.73,kg,1.5,223.0914,Scope 3
B0043,Law Firm,2024-06,electricity,electricity_consumption,195.13,kWh,0.359,70.0499,Scope 2
B0043,Law Firm,2024-06,water,water_supply,43.77,m3,0.344,15.0552,Scope 3
B0043,Law Firm,2024-06,waste,solid_waste,88.09,kg,1.5,132.1336,Scope 3
B0043,Law Firm,2024-07,electricity,electricity_consumption,440.97,kWh,0.359,158.3098,Scope 2
B0043,Law Firm,2024-07,water,water_supply,53.68,m3,0.344,18.4676,Scope 3
B0043,Law Firm,2024-07,waste,solid_waste,133.83,kg,1.5,200.7493,Scope 3
B0043,Law Firm,2024-08,electricity,electricity_consumption,290.61,kWh,0.359,104.3283,Scope 2
B0043,Law Firm,2024-08,water,water_supply,36.59,m3,0.344,12.5879,Scope 3
B0043,Law Firm,2024-08,waste,solid_waste,77.34,kg,1.5,116.0111,Scope 3
B0043,Law Firm,2024-09,electricity,electricity_consumption,166.91,kWh,0.359,59.9216,Scope 2
B0043,Law Firm,2024-09,water,water_supply,54.59,m3,0.344,18.7786,Scope 3
B0043,Law Firm,2024-09,waste,solid_waste,131.29,kg,1.5,196.9352,Scope 3
B0043,Law Firm,2024-10,electricity,electricity_consumption,449.92,kWh,0.359,161.5196,Scope 2
B0043,Law Firm,2024-10,water,water_supply,59.87,m3,0.344,20.5937,Scope 3
B0043,Law Firm,2024-10,waste,solid_waste,105.54,kg,1.5,158.3148,Scope 3
B0043,Law Firm,2024-11,electricity,electricity_consumption,380.7,kWh,0.359,136.6699,Scope 2
B0043,Law Firm,2024-11,water,water_supply,57.79,m3,0.344,19.88,Scope 3
B0043,Law Firm,2024-11,waste,solid_waste,134.96,kg,1.5,202.4471,Scope 3
B0043,Law Firm,2024-12,electricity,electricity_consumption,224.2,kWh,0.359,80.4894,Scope 2
B0043,Law Firm,2024-12,water,water_supply,38.02,m3,0.344,13.0795,Scope 3
B0043,Law Firm,2024-12,waste,solid_waste,62.92,kg,1.5,94.3739,Scope 3
B0044,Logistics Hub,2024-01,electricity,electricity_consumption,436.22,kWh,0.359,156.6013,Scope 2
B0044,Logistics Hub,2024-01,water,water_supply,44.25,m3,0.344,15.221,Scope 3
B0044,Logistics Hub,2024-01,waste,solid_waste,72.86,kg,1.5,109.2964,Scope 3
B0044,Logistics Hub,2024-01,fuel,diesel_generator,234.34,L,2.67,625.6882,Scope 1
B0044,Logistics Hub,2024-01,transport,delivery_transport,1427.19,km,0.21,299.7104,Scope 3
B0044,Logistics Hub,2024-02,electricity,electricity_consumption,257.45,kWh,0.359,92.4241,Scope 2
B0044,Logistics Hub,2024-02,water,water_supply,24.54,m3,0.344,8.4426,Scope 3
B0044,Logistics Hub,2024-02,waste,solid_waste,117.16,kg,1.5,175.736,Scope 3
B0044,Logistics Hub,2024-02,fuel,diesel_generator,204.06,L,2.67,544.8443,Scope 1
B0044,Logistics Hub,2024-02,transport,delivery_transport,1658.48,km,0.21,348.2803,Scope 3
B0044,Logistics Hub,2024-03,electricity,electricity_consumption,306.05,kWh,0.359,109.8716,Scope 2
B0044,Logistics Hub,2024-03,water,water_supply,54.09,m3,0.344,18.606,Scope 3
B0044,Logistics Hub,2024-03,waste,solid_waste,105.19,kg,1.5,157.786,Scope 3
B0044,Logistics Hub,2024-03,fuel,diesel_generator,212.19,L,2.67,566.5409,Scope 1
B0044,Logistics Hub,2024-03,transport,delivery_transport,1814.98,km,0.21,381.1459,Scope 3
B0044,Logistics Hub,2024-04,electricity,electricity_consumption,271.04,kWh,0.359,97.3051,Scope 2
B0044,Logistics Hub,2024-04,water,water_supply,25.36,m3,0.344,8.724,Scope 3
B0044,Logistics Hub,2024-04,waste,solid_waste,52.88,kg,1.5,79.3174,Scope 3
B0044,Logistics Hub,2024-04,fuel,diesel_generator,251.03,L,2.67,670.2433,Scope 1
B0044,Logistics Hub,2024-04,transport,delivery_transport,1430.46,km,0.21,300.3975,Scope 3
B0044,Logistics Hub,2024-05,electricity,electricity_consumption,361.22,kWh,0.359,129.6794,Scope 2
B0044,Logistics Hub,2024-05,water,water_supply,28.52,m3,0.344,9.8104,Scope 3
B0044,Logistics Hub,2024-05,waste,solid_waste,63.64,kg,1.5,95.4557,Scope 3
B0044,Logistics Hub,2024-05,fuel,diesel_generator,102.91,L,2.67,274.7669,Scope 1
B0044,Logistics Hub,2024-05,transport,delivery_transport,1025.88,km,0.21,215.4351,Scope 3
B0044,Logistics Hub,2024-06,electricity,electricity_consumption,326.98,kWh,0.359,117.3841,Scope 2
B0044,Logistics Hub,2024-06,water,water_supply,35.69,m3,0.344,12.2773,Scope 3
B0044,Logistics Hub,2024-06,waste,solid_waste,93.75,kg,1.5,140.6212,Scope 3
B0044,Logistics Hub,2024-06,fuel,diesel_generator,280.83,L,2.67,749.8207,Scope 1
B0044,Logistics Hub,2024-06,transport,delivery_transport,1022.38,km,0.21,214.7005,Scope 3
B0044,Logistics Hub,2024-07,electricity,electricity_consumption,304.2,kWh,0.359,109.2067,Scope 2
B0044,Logistics Hub,2024-07,water,water_supply,51.35,m3,0.344,17.6631,Scope 3
B0044,Logistics Hub,2024-07,waste,solid_waste,89.65,kg,1.5,134.4814,Scope 3
B0044,Logistics Hub,2024-07,fuel,diesel_generator,224.42,L,2.67,599.1943,Scope 1
B0044,Logistics Hub,2024-07,transport,delivery_transport,1793.55,km,0.21,376.6446,Scope 3
B0044,Logistics Hub,2024-08,electricity,electricity_consumption,434.86,kWh,0.359,156.1134,Scope 2
B0044,Logistics Hub,2024-08,water,water_supply,25.88,m3,0.344,8.9037,Scope 3
B0044,Logistics Hub,2024-08,waste,solid_waste,142.66,kg,1.5,213.9881,Scope 3
B0044,Logistics Hub,2024-08,fuel,diesel_generator,198.42,L,2.67,529.7901,Scope 1
B0044,Logistics Hub,2024-08,transport,delivery_transport,887.37,km,0.21,186.347,Scope 3
B0044,Logistics Hub,2024-09,electricity,electricity_consumption,287.74,kWh,0.359,103.2989,Scope 2
B0044,Logistics Hub,2024-09,water,water_supply,59.2,m3,0.344,20.3652,Scope 3
B0044,Logistics Hub,2024-09,waste,solid_waste,99.26,kg,1.5,148.8927,Scope 3
B0044,Logistics Hub,2024-09,fuel,diesel_generator,165.75,L,2.67,442.5534,Scope 1
B0044,Logistics Hub,2024-09,transport,delivery_transport,1450.1,km,0.21,304.5213,Scope 3
B0044,Logistics Hub,2024-10,electricity,electricity_consumption,222.04,kWh,0.359,79.7137,Scope 2
B0044,Logistics Hub,2024-10,water,water_supply,23.03,m3,0.344,7.9239,Scope 3
B0044,Logistics Hub,2024-10,waste,solid_waste,62.89,kg,1.5,94.332,Scope 3
B0044,Logistics Hub,2024-10,fuel,diesel_generator,125.61,L,2.67,335.3765,Scope 1
B0044,Logistics Hub,2024-10,transport,delivery_transport,727.85,km,0.21,152.8493,Scope 3
B0044,Logistics Hub,2024-11,electricity,electricity_consumption,191.65,kWh,0.359,68.8017,Scope 2
B0044,Logistics Hub,2024-11,water,water_supply,45.63,m3,0.344,15.6984,Scope 3
B0044,Logistics Hub,2024-11,waste,solid_waste,68.19,kg,1.5,102.282,Scope 3
B0044,Logistics Hub,2024-11,fuel,diesel_generator,169.13,L,2.67,451.5863,Scope 1
B0044,Logistics Hub,2024-11,transport,delivery_transport,1845.18,km,0.21,387.4883,Scope 3
B0044,Logistics Hub,2024-12,electricity,electricity_consumption,292.19,kWh,0.359,104.8957,Scope 2
B0044,Logistics Hub,2024-12,water,water_supply,46.7,m3,0.344,16.0656,Scope 3
B0044,Logistics Hub,2024-12,waste,solid_waste,67.23,kg,1.5,100.848,Scope 3
B0044,Logistics Hub,2024-12,fuel,diesel_generator,138.46,L,2.67,369.6823,Scope 1
B0044,Logistics Hub,2024-12,transport,delivery_transport,561.3,km,0.21,117.8736,Scope 3
B0045,Advertising Agency,2024-01,electricity,electricity_consumption,200.68,kWh,0.359,72.0443,Scope 2
B0045,Advertising Agency,2024-01,water,water_supply,31.14,m3,0.344,10.7134,Scope 3
B0045,Advertising Agency,2024-01,waste,solid_waste,67.7,kg,1.5,101.5516,Scope 3
B0045,Advertising Agency,2024-02,electricity,electricity_consumption,176.61,kWh,0.359,63.4033,Scope 2
B0045,Advertising Agency,2024-02,water,water_supply,24.83,m3,0.344,8.5399,Scope 3
B0045,Advertising Agency,2024-02,waste,solid_waste,96.08,kg,1.5,144.1168,Scope 3
B0045,Advertising Agency,2024-03,electricity,electricity_consumption,211.9,kWh,0.359,76.0721,Scope 2
B0045,Advertising Agency,2024-03,water,water_supply,34.57,m3,0.344,11.8924,Scope 3
B0045,Advertising Agency,2024-03,waste,solid_waste,100.34,kg,1.5,150.5126,Scope 3
B0045,Advertising Agency,2024-04,electricity,electricity_consumption,357.12,kWh,0.359,128.2055,Scope 2
B0045,Advertising Agency,2024-04,water,water_supply,21.57,m3,0.344,7.4209,Scope 3
B0045,Advertising Agency,2024-04,waste,solid_waste,129.94,kg,1.5,194.9116,Scope 3
B0045,Advertising Agency,2024-05,electricity,electricity_consumption,338.37,kWh,0.359,121.4749,Scope 2
B0045,Advertising Agency,2024-05,water,water_supply,23.27,m3,0.344,8.005,Scope 3
B0045,Advertising Agency,2024-05,waste,solid_waste,137.36,kg,1.5,206.0368,Scope 3
B0045,Advertising Agency,2024-06,electricity,electricity_consumption,426.26,kWh,0.359,153.028,Scope 2
B0045,Advertising Agency,2024-06,water,water_supply,22.44,m3,0.344,7.7204,Scope 3
B0045,Advertising Agency,2024-06,waste,solid_waste,77.69,kg,1.5,116.5316,Scope 3
B0045,Advertising Agency,2024-07,electricity,electricity_consumption,391.86,kWh,0.359,140.6779,Scope 2
B0045,Advertising Agency,2024-07,water,water_supply,49.93,m3,0.344,17.1761,Scope 3
B0045,Advertising Agency,2024-07,waste,solid_waste,68.45,kg,1.5,102.6782,Scope 3
B0045,Advertising Agency,2024-08,electricity,electricity_consumption,212.8,kWh,0.359,76.3969,Scope 2
B0045,Advertising Agency,2024-08,water,water_supply,34.82,m3,0.344,11.9777,Scope 3
B0045,Advertising Agency,2024-08,waste,solid_waste,98.45,kg,1.5,147.6784,Scope 3
B0045,Advertising Agency,2024-09,electricity,electricity_consumption,335.48,kWh,0.359,120.436,Scope 2
B0045,Advertising Agency,2024-09,water,water_supply,34.76,m3,0.344,11.9563,Scope 3
B0045,Advertising Agency,2024-09,waste,solid_waste,96.25,kg,1.5,144.3802,Scope 3
B0045,Advertising Agency,2024-10,electricity,electricity_consumption,374.24,kWh,0.359,134.3526,Scope 2
B0045,Advertising Agency,2024-10,water,water_supply,21.47,m3,0.344,7.3848,Scope 3
B0045,Advertising Agency,2024-10,waste,solid_waste,75.24,kg,1.5,112.8655,Scope 3
B0045,Advertising Agency,2024-11,electricity,electricity_consumption,364.0,kWh,0.359,130.6778,Scope 2
B0045,Advertising Agency,2024-11,water,water_supply,55.81,m3,0.344,19.198,Scope 3
B0045,Advertising Agency,2024-11,waste,solid_waste,101.17,kg,1.5,151.7516,Scope 3
B0045,Advertising Agency,2024-12,electricity,electricity_consumption,309.63,kWh,0.359,111.1586,Scope 2
B0045,Advertising Agency,2024-12,water,water_supply,24.29,m3,0.344,8.3547,Scope 3
B0045,Advertising Agency,2024-12,waste,solid_waste,94.74,kg,1.5,142.1119,Scope 3
B0046,Veterinary Clinic,2024-01,electricity,electricity_consumption,309.79,kWh,0.359,111.2129,Scope 2
B0046,Veterinary Clinic,2024-01,water,water_supply,29.7,m3,0.344,10.2164,Scope 3
B0046,Veterinary Clinic,2024-01,waste,solid_waste,76.92,kg,1.5,115.3865,Scope 3
B0046,Veterinary Clinic,2024-02,electricity,electricity_consumption,263.19,kWh,0.359,94.4835,Scope 2
B0046,Veterinary Clinic,2024-02,water,water_supply,20.8,m3,0.344,7.1562,Scope 3
B0046,Veterinary Clinic,2024-02,waste,solid_waste,82.21,kg,1.5,123.3119,Scope 3
B0046,Veterinary Clinic,2024-03,electricity,electricity_consumption,213.43,kWh,0.359,76.623,Scope 2
B0046,Veterinary Clinic,2024-03,water,water_supply,33.1,m3,0.344,11.3864,Scope 3
B0046,Veterinary Clinic,2024-03,waste,solid_waste,61.98,kg,1.5,92.9643,Scope 3
B0046,Veterinary Clinic,2024-04,electricity,electricity_consumption,417.16,kWh,0.359,149.7598,Scope 2
B0046,Veterinary Clinic,2024-04,water,water_supply,43.74,m3,0.344,15.0478,Scope 3
B0046,Veterinary Clinic,2024-04,waste,solid_waste,117.91,kg,1.5,176.8653,Scope 3
B0046,Veterinary Clinic,2024-05,electricity,electricity_consumption,386.75,kWh,0.359,138.8437,Scope 2
B0046,Veterinary Clinic,2024-05,water,water_supply,39.94,m3,0.344,13.7386,Scope 3
B0046,Veterinary Clinic,2024-05,waste,solid_waste,58.69,kg,1.5,88.038,Scope 3
B0046,Veterinary Clinic,2024-06,electricity,electricity_consumption,311.13,kWh,0.359,111.6964,Scope 2
B0046,Veterinary Clinic,2024-06,water,water_supply,43.47,m3,0.344,14.9549,Scope 3
B0046,Veterinary Clinic,2024-06,waste,solid_waste,124.54,kg,1.5,186.8159,Scope 3
B0046,Veterinary Clinic,2024-07,electricity,electricity_consumption,279.5,kWh,0.359,100.3397,Scope 2
B0046,Veterinary Clinic,2024-07,water,water_supply,25.1,m3,0.344,8.6355,Scope 3
B0046,Veterinary Clinic,2024-07,waste,solid_waste,78.38,kg,1.5,117.5664,Scope 3
B0046,Veterinary Clinic,2024-08,electricity,electricity_consumption,258.92,kWh,0.359,92.954,Scope 2
B0046,Veterinary Clinic,2024-08,water,water_supply,45.84,m3,0.344,15.7678,Scope 3
B0046,Veterinary Clinic,2024-08,waste,solid_waste,107.08,kg,1.5,160.6167,Scope 3
B0046,Veterinary Clinic,2024-09,electricity,electricity_consumption,256.83,kWh,0.359,92.2016,Scope 2
B0046,Veterinary Clinic,2024-09,water,water_supply,59.46,m3,0.344,20.4544,Scope 3
B0046,Veterinary Clinic,2024-09,waste,solid_waste,110.58,kg,1.5,165.8662,Scope 3
B0046,Veterinary Clinic,2024-10,electricity,electricity_consumption,221.17,kWh,0.359,79.3993,Scope 2
B0046,Veterinary Clinic,2024-10,water,water_supply,24.07,m3,0.344,8.2805,Scope 3
B0046,Veterinary Clinic,2024-10,waste,solid_waste,65.29,kg,1.5,97.9289,Scope 3
B0046,Veterinary Clinic,2024-11,electricity,electricity_consumption,223.79,kWh,0.359,80.3396,Scope 2
B0046,Veterinary Clinic,2024-11,water,water_supply,26.43,m3,0.344,9.091,Scope 3
B0046,Veterinary Clinic,2024-11,waste,solid_waste,68.66,kg,1.5,102.9851,Scope 3
B0046,Veterinary Clinic,2024-12,electricity,electricity_consumption,235.53,kWh,0.359,84.5547,Scope 2
B0046,Veterinary Clinic,2024-12,water,water_supply,26.93,m3,0.344,9.2656,Scope 3
B0046,Veterinary Clinic,2024-12,waste,solid_waste,139.68,kg,1.5,209.5148,Scope 3
B0047,Data Center,2024-01,electricity,electricity_consumption,174.07,kWh,0.359,62.4912,Scope 2
B0047,Data Center,2024-01,water,water_supply,40.98,m3,0.344,14.0973,Scope 3
B0047,Data Center,2024-01,waste,solid_waste,91.04,kg,1.5,136.5595,Scope 3
B0047,Data Center,2024-01,electricity,air_conditioning,1973.57,kWh,0.359,708.5109,Scope 2
B0047,Data Center,2024-02,electricity,electricity_consumption,183.61,kWh,0.359,65.9166,Scope 2
B0047,Data Center,2024-02,water,water_supply,35.91,m3,0.344,12.3545,Scope 3
B0047,Data Center,2024-02,waste,solid_waste,146.95,kg,1.5,220.4206,Scope 3
B0047,Data Center,2024-02,electricity,air_conditioning,1798.26,kWh,0.359,645.5756,Scope 2
B0047,Data Center,2024-03,electricity,electricity_consumption,395.12,kWh,0.359,141.8487,Scope 2
B0047,Data Center,2024-03,water,water_supply,30.32,m3,0.344,10.4287,Scope 3
B0047,Data Center,2024-03,waste,solid_waste,67.09,kg,1.5,100.6331,Scope 3
B0047,Data Center,2024-03,electricity,air_conditioning,1502.96,kWh,0.359,539.5644,Scope 2
B0047,Data Center,2024-04,electricity,electricity_consumption,428.81,kWh,0.359,153.9438,Scope 2
B0047,Data Center,2024-04,water,water_supply,42.27,m3,0.344,14.5411,Scope 3
B0047,Data Center,2024-04,waste,solid_waste,107.16,kg,1.5,160.7419,Scope 3
B0047,Data Center,2024-04,electricity,air_conditioning,919.97,kWh,0.359,330.2687,Scope 2
B0047,Data Center,2024-05,electricity,electricity_consumption,380.85,kWh,0.359,136.7244,Scope 2
B0047,Data Center,2024-05,water,water_supply,27.48,m3,0.344,9.4537,Scope 3
B0047,Data Center,2024-05,waste,solid_waste,82.37,kg,1.5,123.5519,Scope 3
B0047,Data Center,2024-05,electricity,air_conditioning,1138.15,kWh,0.359,408.5975,Scope 2
B0047,Data Center,2024-06,electricity,electricity_consumption,302.28,kWh,0.359,108.5196,Scope 2
B0047,Data Center,2024-06,water,water_supply,29.7,m3,0.344,10.2156,Scope 3
B0047,Data Center,2024-06,waste,solid_waste,61.48,kg,1.5,92.2255,Scope 3
B0047,Data Center,2024-06,electricity,air_conditioning,1415.93,kWh,0.359,508.3189,Scope 2
B0047,Data Center,2024-07,electricity,electricity_consumption,236.59,kWh,0.359,84.9355,Scope 2
B0047,Data Center,2024-07,water,water_supply,43.25,m3,0.344,14.8778,Scope 3
B0047,Data Center,2024-07,waste,solid_waste,65.44,kg,1.5,98.1544,Scope 3
B0047,Data Center,2024-07,electricity,air_conditioning,1221.71,kWh,0.359,438.5939,Scope 2
B0047,Data Center,2024-08,electricity,electricity_consumption,309.78,kWh,0.359,111.2099,Scope 2
B0047,Data Center,2024-08,water,water_supply,22.07,m3,0.344,7.5931,Scope 3
B0047,Data Center,2024-08,waste,solid_waste,83.66,kg,1.5,125.4906,Scope 3
B0047,Data Center,2024-08,electricity,air_conditioning,701.62,kWh,0.359,251.8823,Scope 2
B0047,Data Center,2024-09,electricity,electricity_consumption,169.01,kWh,0.359,60.6755,Scope 2
B0047,Data Center,2024-09,water,water_supply,59.6,m3,0.344,20.5019,Scope 3
B0047,Data Center,2024-09,waste,solid_waste,82.24,kg,1.5,123.3531,Scope 3
B0047,Data Center,2024-09,electricity,air_conditioning,1714.81,kWh,0.359,615.6174,Scope 2
B0047,Data Center,2024-10,electricity,electricity_consumption,226.39,kWh,0.359,81.2748,Scope 2
B0047,Data Center,2024-10,water,water_supply,47.26,m3,0.344,16.2575,Scope 3
B0047,Data Center,2024-10,waste,solid_waste,126.02,kg,1.5,189.0342,Scope 3
B0047,Data Center,2024-10,electricity,air_conditioning,1393.46,kWh,0.359,500.2515,Scope 2
B0047,Data Center,2024-11,electricity,electricity_consumption,291.47,kWh,0.359,104.6388,Scope 2
B0047,Data Center,2024-11,water,water_supply,36.47,m3,0.344,12.5469,Scope 3
B0047,Data Center,2024-11,waste,solid_waste,84.89,kg,1.5,127.3302,Scope 3
B0047,Data Center,2024-11,electricity,air_conditioning,1894.29,kWh,0.359,680.0514,Scope 2
B0047,Data Center,2024-12,electricity,electricity_consumption,399.19,kWh,0.359,143.3077,Scope 2
B0047,Data Center,2024-12,water,water_supply,58.6,m3,0.344,20.1588,Scope 3
B0047,Data Center,2024-12,waste,solid_waste,62.43,kg,1.5,93.6446,Scope 3
B0047,Data Center,2024-12,electricity,air_conditioning,1596.3,kWh,0.359,573.0721,Scope 2
B0048,Pharmacy,2024-01,electricity,electricity_consumption,292.0,kWh,0.359,104.828,Scope 2
B0048,Pharmacy,2024-02,electricity,electricity_consumption,240.0,kWh,0.359,86.16,Scope 2
B0048,Pharmacy,2024-03,electricity,electricity_consumption,454.0,kWh,0.359,162.986,Scope 2
B0048,Pharmacy,2024-04,electricity,electricity_consumption,211.0,kWh,0.359,75.749,Scope 2
B0048,Pharmacy,2024-05,electricity,electricity_consumption,282.0,kWh,0.359,101.238,Scope 2
B0048,Pharmacy,2024-06,electricity,electricity_consumption,465.0,kWh,0.359,166.935,Scope 2
B0048,Pharmacy,2024-07,electricity,electricity_consumption,297.0,kWh,0.359,106.623,Scope 2
B0048,Pharmacy,2024-08,electricity,electricity_consumption,631.0,kWh,0.359,226.529,Scope 2
B0048,Pharmacy,2024-09,electricity,electricity_consumption,388.0,kWh,0.359,139.292,Scope 2
B0048,Pharmacy,2024-10,electricity,electricity_consumption,392.0,kWh,0.359,140.728,Scope 2
B0048,Pharmacy,2024-11,electricity,electricity_consumption,476.0,kWh,0.359,170.884,Scope 2
B0048,Pharmacy,2024-12,electricity,electricity_consumption,250.0,kWh,0.359,89.75,Scope 2
B0049,Pharmacy,2024-01,electricity,electricity_consumption,628.0,kWh,0.359,225.452,Scope 2
B0049,Pharmacy,2024-02,electricity,electricity_consumption,234.0,kWh,0.359,84.006,Scope 2
B0049,Pharmacy,2024-03,electricity,electricity_consumption,355.0,kWh,0.359,127.445,Scope 2
B0049,Pharmacy,2024-04,electricity,electricity_consumption,133.0,kWh,0.359,47.747,Scope 2
B0049,Pharmacy,2024-05,electricity,electricity_consumption,359.0,kWh,0.359,128.881,Scope 2
B0049,Pharmacy,2024-06,electricity,electricity_consumption,325.0,kWh,0.359,116.675,Scope 2
B0049,Pharmacy,2024-07,electricity,electricity_consumption,565.0,kWh,0.359,202.835,Scope 2
B0049,Pharmacy,2024-08,electricity,electricity_consumption,261.0,kWh,0.359,93.699,Scope 2
B0049,Pharmacy,2024-09,electricity,electricity_consumption,296.0,kWh,0.359,106.264,Scope 2
B0049,Pharmacy,2024-10,electricity,electricity_consumption,291.0,kWh,0.359,104.469,Scope 2
B0049,Pharmacy,2024-11,electricity,electricity_consumption,306.0,kWh,0.359,109.854,Scope 2
B0049,Pharmacy,2024-12,electricity,electricity_consumption,400.0,kWh,0.359,143.6,Scope 2
B005,Supermarket,2024-01,fuel,diesel,549.0,liter,2.68,1471.3200000000002,Scope 1
B005,Supermarket,2024-01,fuel,petrol,152.0,liter,2.33,354.16,Scope 1
B005,Supermarket,2024-02,fuel,diesel,657.0,liter,2.68,1760.7600000000002,Scope 1
B005,Supermarket,2024-02,fuel,petrol,187.0,liter,2.33,435.71,Scope 1
B005,Supermarket,2024-03,fuel,diesel,693.0,liter,2.68,1857.24,Scope 1
B005,Supermarket,2024-03,fuel,petrol,229.0,liter,2.33,533.57,Scope 1
B0050,Pharmacy,2024-01,electricity,electricity_consumption,333.0,kWh,0.359,119.547,Scope 2
